cities,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31,day32,day33,day34,day35,day36,day37,day38,day39,day40,day41,day42,day43,day44,day45,day46,day47,day48,day49,day50,day51,day52,day53,day54,day55,day56,day57,day58,day59,day60,day61,day62,day63,day64,day65,day66,day67,day68,day69,day70,day71,day72,day73,day74,day75,day76,day77,day78,day79,day80,day81,day82,day83,day84,day85,day86,day87,day88,day89,day90,day91,day92,day93,day94,day95,day96,day97,day98,day99,day100,day101,day102,day103,day104,day105,day106,day107,day108,day109,day110,day111,day112,day113,day114,day115,day116,day117,day118,day119,day120,day121,day122,day123,day124,Scenario
Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0345652442512802e-11,3.5295567347433594e-11,8.506476300450071e-11,1.7150131524421189e-10,3.0383809886774936e-10,4.935589731714146e-10,7.579708324526136e-10,1.1204638947674255e-9,1.6120274192396096e-9,2.2718993294104718e-9,3.150455946193945e-9,4.3129149149400015e-9,5.846998528544178e-9,7.864550220973279e-9,1.051383425336582e-8,1.398938696214458e-8,1.8548610159678268e-8,2.4531901982344987e-8,3.238164650116922e-8,4.270111470945321e-8,5.627789654934688e-8,7.418661408776458e-8,9.791575363401602e-8,1.294988658138014e-7,1.717877436037081e-7,2.4197244470293746e-7,3.503368468495331e-7,4.99286397397456e-7,7.120722871834496e-7,9.890563947883319e-7,1.3782935982762681e-6,1.9376596305285257e-6,2.702377179695467e-6,3.6027616552804623e-6,4.704491414973888e-6,5.993446118431224e-6,7.612848117069093e-6,9.473409537299425e-6,1.1718761960986494e-5,1.4490003687929723e-5,1.7866021412660366e-5,2.1997328520221338e-5,2.6997964212031692e-5,3.296100395420314e-5,4.075369915439066e-5,4.958067282974221e-5,5.8993028806793576e-5,6.745861402793493e-5,7.444810054298425e-5,8.052278317404753e-5,8.63242562945825e-5,9.16604075677279e-5,9.638554124325585e-5,1.0030740219757898e-4,1.0335118789538846e-4,1.0548233307762267e-4,1.0674119817134777e-4,1.0719573717205787e-4,1.069209237439516e-4,1.0606670150743967e-4,1.0465087938876004e-4,1.027866540926902e-4,1.0053252802104729e-4,9.791842696288991e-5,9.499765261464418e-5,9.180184534889907e-5,8.834732684735338e-5,8.46614488662772e-5,8.079593697617489e-5,7.674101083623275e-5,7.255291740539279e-5,6.823934790363554e-5,6.385774885202e-5,5.946605927193939e-5,5.506877909445014e-5,5.070344103894506e-5,4.643487850954919e-5,4.229448315774899e-5,3.831586680580626e-5,3.453693061359376e-5,3.094839944904025e-5,2.7583796594288556e-5,2.44526761114815e-5,2.15770381894778e-5,1.893196565171435e-5,1.653152659462875e-5,1.4350676982162511e-5,Scenario 4
Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0345652442512802e-11,3.5295567347433594e-11,8.506476300450071e-11,1.7150131524421189e-10,3.0383809886774936e-10,4.935589731714146e-10,7.579708324526136e-10,1.1204638947674255e-9,1.6120274192396096e-9,2.2718993294104718e-9,3.150455946193945e-9,4.3129149149400015e-9,5.846998528544178e-9,7.864550220973279e-9,1.051383425336582e-8,1.398938696214458e-8,1.8548610159678268e-8,2.4531901982344987e-8,3.238164650116922e-8,4.270111470945321e-8,5.627789654934688e-8,7.418661408776458e-8,9.791575363401602e-8,1.294988658138014e-7,1.717877436037081e-7,2.4197244470293746e-7,3.503368468495331e-7,4.99286397397456e-7,7.120722871834496e-7,9.890563947883319e-7,1.3782935982762681e-6,1.9376596305285257e-6,2.702377179695467e-6,3.6027616552804623e-6,4.704491414973888e-6,5.993446118431224e-6,7.612848117069093e-6,9.473409537299425e-6,1.1718761960986494e-5,1.4490003687929723e-5,1.7866021412660366e-5,2.1997328520221338e-5,2.6997964212031692e-5,3.296100395420314e-5,4.075369915439066e-5,4.958067282974221e-5,5.8993028806793576e-5,6.745861402793493e-5,7.444810054298425e-5,8.052278317404753e-5,8.63242562945825e-5,9.16604075677279e-5,9.638554124325585e-5,1.0030740219757898e-4,1.0335118789538846e-4,1.0548233307762267e-4,1.0674119817134777e-4,1.0719573717205787e-4,1.069209237439516e-4,1.0606670150743967e-4,1.0465087938876004e-4,1.027866540926902e-4,1.0053252802104729e-4,9.791842696288991e-5,9.499765261464418e-5,9.180184534889907e-5,8.834732684735338e-5,8.46614488662772e-5,8.079593697617489e-5,7.674101083623275e-5,7.255291740539279e-5,6.823934790363554e-5,6.385774885202e-5,5.946605927193939e-5,5.506877909445014e-5,5.070344103894506e-5,4.643487850954919e-5,4.229448315774899e-5,3.831586680580626e-5,3.453693061359376e-5,3.094839944904025e-5,2.7583796594288556e-5,2.44526761114815e-5,2.15770381894778e-5,1.893196565171435e-5,1.653152659462875e-5,1.4350676982162511e-5,Scenario 4
Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0345652442512802e-11,3.5295567347433594e-11,8.506476300450071e-11,1.7150131524421189e-10,3.0383809886774936e-10,4.935589731714146e-10,7.579708324526136e-10,1.1204638947674255e-9,1.6120274192396096e-9,2.2718993294104718e-9,3.150455946193945e-9,4.3129149149400015e-9,5.846998528544178e-9,7.864550220973279e-9,1.051383425336582e-8,1.398938696214458e-8,1.8548610159678268e-8,2.4531901982344987e-8,3.238164650116922e-8,4.270111470945321e-8,5.627789654934688e-8,7.418661408776458e-8,9.791575363401602e-8,1.294988658138014e-7,1.717877436037081e-7,2.4197244470293746e-7,3.503368468495331e-7,4.99286397397456e-7,7.120722871834496e-7,9.890563947883319e-7,1.3782935982762681e-6,1.9376596305285257e-6,2.702377179695467e-6,3.6027616552804623e-6,4.704491414973888e-6,5.993446118431224e-6,7.612848117069093e-6,9.473409537299425e-6,1.1718761960986494e-5,1.4490003687929723e-5,1.7866021412660366e-5,2.1997328520221338e-5,2.6997964212031692e-5,3.296100395420314e-5,4.075369915439066e-5,4.958067282974221e-5,5.8993028806793576e-5,6.745861402793493e-5,7.444810054298425e-5,8.052278317404753e-5,8.63242562945825e-5,9.16604075677279e-5,9.638554124325585e-5,1.0030740219757898e-4,1.0335118789538846e-4,1.0548233307762267e-4,1.0674119817134777e-4,1.0719573717205787e-4,1.069209237439516e-4,1.0606670150743967e-4,1.0465087938876004e-4,1.027866540926902e-4,1.0053252802104729e-4,9.791842696288991e-5,9.499765261464418e-5,9.180184534889907e-5,8.834732684735338e-5,8.46614488662772e-5,8.079593697617489e-5,7.674101083623275e-5,7.255291740539279e-5,6.823934790363554e-5,6.385774885202e-5,5.946605927193939e-5,5.506877909445014e-5,5.070344103894506e-5,4.643487850954919e-5,4.229448315774899e-5,3.831586680580626e-5,3.453693061359376e-5,3.094839944904025e-5,2.7583796594288556e-5,2.44526761114815e-5,2.15770381894778e-5,1.893196565171435e-5,1.653152659462875e-5,1.4350676982162511e-5,Scenario 4
Zhengzhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9323467387206643e-11,6.550200793024166e-11,1.5537806664867896e-10,3.0555045330606956e-10,5.245793139710175e-10,8.225889368847714e-10,1.2182045396353277e-9,1.7401785886872394e-9,2.4274433435908366e-9,3.331721886542952e-9,4.521139918278221e-9,6.0826103894906915e-9,8.132577398501609e-9,1.0821605255207496e-8,1.4346868646544532e-8,1.897243675992274e-8,2.5041003001031805e-8,3.299887635706142e-8,4.3446897539149344e-8,5.718984456772558e-8,7.527953389437207e-8,9.917936667951074e-8,1.3092261020036377e-7,1.733301022132518e-7,2.3045282626616383e-7,3.1890343496203646e-7,4.7482583212151174e-7,6.944619676399336e-7,9.78016601451887e-7,1.3736930725717838e-6,1.9678817995201244e-6,2.843232822445341e-6,4.1418890089562045e-6,5.570817680421232e-6,7.528099846123976e-6,9.711657532353309e-6,1.2505485809986984e-5,1.6121869887290452e-5,2.1104427668510377e-5,2.770906440579807e-5,3.614897098841342e-5,4.6723225750026684e-5,5.923284250274215e-5,7.536928073733282e-5,9.672183846983542e-5,1.1954381693205289e-4,1.4059858409695589e-4,1.4981759287938117e-4,1.5447072696034804e-4,1.5680032788636147e-4,1.5857209331945896e-4,1.599547918271251e-4,1.6110651660404733e-4,1.6188449551662382e-4,1.622082229083216e-4,1.6182103771331967e-4,1.607677920148135e-4,1.589543382810498e-4,1.5632959203036595e-4,1.5301712316639289e-4,1.48965763575641e-4,1.4424256498781008e-4,1.3896175550366421e-4,1.33152406065056e-4,1.268768679981441e-4,1.2024090874487785e-4,1.1333981972296138e-4,1.0629806220654484e-4,9.915463614154272e-5,9.198052294950421e-5,8.487728104487595e-5,7.790367428338542e-5,7.113257297939253e-5,6.461072909770344e-5,5.8394671089118063e-5,5.248273517564982e-5,4.6949095539367156e-5,4.181243902735405e-5,3.704618672773228e-5,3.268239809857013e-5,2.870446576098108e-5,2.5091894137939793e-5,2.1837755811715824e-5,1.8910195047476942e-5,1.630275509220619e-5,1.3999487442369375e-5,1.1978218418336516e-5,Scenario 4
Wuhan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.106337912623081e-8,7.207779994332704e-8,1.2819887121094633e-7,2.0446039883475916e-7,3.050540543073404e-7,4.359777052139462e-7,6.062405351512249e-7,8.28258818245419e-7,1.1184610054423306e-6,1.49834086871333e-6,1.995982343557949e-6,2.6481088260544534e-6,3.5027761718451536e-6,4.6228919754423024e-6,6.09080726130432e-6,8.014297299664248e-6,1.0534328545895692e-5,1.3835096051248852e-5,1.8156902539189337e-5,2.3812533191590494e-5,3.120790031154405e-5,4.086807785206824e-5,5.347078654862077e-5,6.989059537936047e-5,9.125577678571261e-5,1.1901710056308877e-4,1.549620054138664e-4,2.0149514415337982e-4,2.6183958151874037e-4,3.4007801579276505e-4,4.412117985692655e-4,5.714914042523921e-4,7.387517186406235e-4,9.527803632020548e-4,0.0012263148859743406,0.0015703916829008804,0.00199842834222798,0.0025206130129206672,0.003146341868431691,0.0038779339483397644,0.0047120716533429865,0.005636308810510955,0.006627863847217118,0.007660435243536745,0.008694685134322066,0.009685994786934694,0.010611538392019006,0.011448980330602083,0.012201473564822799,0.012830331490406703,0.013320113893083522,0.013669633874130132,0.013893432213527908,0.014009122350674684,0.014034022681552523,0.013982956230499517,0.013867388224656656,0.013695494397352277,0.013472720573725642,0.01320253342260922,0.012887185359937985,0.012528397111220625,0.01212791090491743,0.011687897270767557,0.011211216460793247,0.01070154628287436,0.01016339451656205,0.009602017709599177,0.00902326986065436,0.008433404655955835,0.007838853742878548,0.0072460011800075256,0.006660970951399651,0.006089440590019892,0.005536489871910635,0.005006489556255187,0.004503031542167206,0.00402889879721991,0.0035860711034306357,0.0031757610973378748,0.0027984742152539254,0.002454085904757459,0.00214192971002161,0.0018608904502179255,0.0016094975581289598,0.001386014614689621,0.0011885221087239147,Scenario 4
Changsha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0129376656898088e-11,6.827773954565482e-11,1.6219815684092917e-10,3.197580616540297e-10,5.507102543088589e-10,8.667712103407349e-10,1.2887174097332025e-9,1.847830697196063e-9,2.5870102777256464e-9,3.5619934794838945e-9,4.8455373429064926e-9,6.532970806999152e-9,8.74976385637868e-9,1.1658623893905725e-8,1.5474171154543386e-8,2.0479457269899152e-8,2.7043658012406267e-8,3.5656952058036955e-8,4.696660534805315e-8,6.18429214490236e-8,8.143566175523671e-8,1.0733655590040578e-7,1.4168392422940014e-7,1.875980460563341e-7,2.4945172367851723e-7,3.4562441900664305e-7,5.239817217125795e-7,7.56435475867981e-7,1.0504175337390857e-6,1.4735965955197549e-6,2.1078391340199542e-6,3.0376328671946167e-6,4.3176295039347025e-6,5.832409231896471e-6,7.866494933745333e-6,1.0070310108608767e-5,1.2885578314997373e-5,1.6340468549113648e-5,2.070492928643224e-5,2.6243309086360214e-5,3.33045336175415e-5,4.320984377631137e-5,5.3886620329654626e-5,6.692000679240623e-5,8.429727244766138e-5,1.0354316375596668e-4,1.216951577771305e-4,1.3094597581841084e-4,1.361541168427447e-4,1.396397040441331e-4,1.4266499367704738e-4,1.4515533327453883e-4,1.4727077970065963e-4,1.4895611704494836e-4,1.4992206785971194e-4,1.5011262533181388e-4,1.4956481622567112e-4,1.4821830930000635e-4,1.4608533241307572e-4,1.43269650534637e-4,1.3980691710696993e-4,1.3573114058251012e-4,1.3111724917031842e-4,1.2607389732760158e-4,1.2059182294600335e-4,1.1479606253588183e-4,1.0869170154119081e-4,1.0239033980785457e-4,9.595723473778183e-5,8.949207703236308e-5,8.303981350998818e-5,7.66338279604435e-5,7.038617671523966e-5,6.433450565530047e-5,5.847675734428337e-5,5.290017959827511e-5,4.759691127304798e-5,4.2656980905955446e-5,3.803180083410235e-5,3.3733544116008194e-5,2.9775031702645983e-5,2.6158983854642994e-5,2.287635466551076e-5,1.991474965982152e-5,1.7263229457858215e-5,1.4893592271622364e-5,1.2792758419258345e-5,Scenario 4
Nanjing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.822601139255259e-12,3.0012910191456104e-11,7.183478612051442e-11,1.4324897048337957e-10,2.5039452236358803e-10,4.006770142704428e-10,6.060291413731256e-10,8.83655852983134e-10,1.2559859475700288e-9,1.7519852237407515e-9,2.4095784891068434e-9,3.27756875634591e-9,4.420542101049722e-9,5.921749644399239e-9,7.891303920497721e-9,1.047738367214709e-8,1.3869397548652516e-8,1.8319327458838557e-8,2.416491572883608e-8,3.1858745113375746e-8,4.199915396640842e-8,5.5401028543867034e-8,7.322491599859618e-8,9.708493790167e-8,1.2934660897438828e-7,1.8420151374450295e-7,2.73588028511953e-7,4.013799006200992e-7,5.780013802178699e-7,8.208569752207544e-7,1.1739605717979498e-6,1.6842803982574543e-6,2.3998602464450177e-6,3.2440396091114532e-6,4.284555379576783e-6,5.431234855138576e-6,6.8624749380969195e-6,8.58221250580582e-6,1.0751209650972402e-5,1.3421323431280484e-5,1.6839446351669983e-5,2.115512594751568e-5,2.5817069444090788e-5,3.122984980531103e-5,3.788954468745453e-5,4.5094167770715505e-5,5.221526092184118e-5,5.753710307398646e-5,6.174234420480967e-5,6.526841753628829e-5,6.850521226241177e-5,7.138973149717714e-5,7.382384763474007e-5,7.575785274438108e-5,7.71564536000013e-5,7.799111291828538e-5,7.826159786659925e-5,7.800961386591046e-5,7.73241038350844e-5,7.623472342990985e-5,7.479730911577202e-5,7.305338611640745e-5,7.104189655005746e-5,6.87986780740165e-5,6.635308298833709e-5,6.36967526688435e-5,6.088528851594034e-5,5.7947628541735e-5,5.490533403937014e-5,5.176684110156757e-5,4.856500211131738e-5,4.533289335475046e-5,4.2112449637376444e-5,3.891039243034842e-5,3.577204252902389e-5,3.2690884275153366e-5,2.9729101870109607e-5,2.6906190317487294e-5,2.421770958282401e-5,2.168104003299752e-5,1.930844388228307e-5,1.7108707193108987e-5,1.509651764061214e-5,1.323901962168171e-5,1.1563832341804445e-5,1.0051536046023774e-5,8.690699231273361e-6,Scenario 4
Nanchang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8182780578383752e-11,6.182553442712545e-11,1.4779122866544982e-10,2.9419482351851764e-10,5.129907492521649e-10,8.186040236521913e-10,1.2351514618299408e-9,1.7964937686413996e-9,2.547260909993803e-9,3.5453939399082368e-9,4.8680911420029165e-9,6.612334436163818e-9,8.907612570975764e-9,1.1922697229419823e-8,1.5879894300805904e-8,2.1071115917809813e-8,2.7879519391762143e-8,3.6813099770089614e-8,4.854118887245688e-8,6.395087753539458e-8,8.423648873179626e-8,1.110021839118318e-7,1.4641704736745644e-7,1.9358635628331208e-7,2.568133780451379e-7,3.5614175699493726e-7,5.165800243761177e-7,7.479965055700107e-7,1.0449730550107899e-6,1.4649833975292202e-6,2.069447498601672e-6,2.9469118046634552e-6,4.254827654209242e-6,5.726363969026663e-6,7.778243128669862e-6,1.0010340718710948e-5,1.2947371530666133e-5,1.6546047472150577e-5,2.1327035724872626e-5,2.7546174403504686e-5,3.5528997143315335e-5,4.588769380618557e-5,5.7889746003937946e-5,7.22392506208904e-5,9.082561515638198e-5,1.118980998242372e-4,1.3279851595083734e-4,1.4607391531553423e-4,1.56528064920187e-4,1.656886972976813e-4,1.7412559767251092e-4,1.8171477551575405e-4,1.8832908512797172e-4,1.9373532494910688e-4,1.9770927498036317e-4,2.0012760151856928e-4,2.0113101459881053e-4,2.0082103306263426e-4,1.993348532768271e-4,1.9677942202452463e-4,1.9329340962488523e-4,1.8902746382234574e-4,1.8401811006746123e-4,1.7837536877561992e-4,1.721509255126645e-4,1.6541962349484062e-4,1.5824696552006713e-4,1.5065378190552733e-4,1.427844453948173e-4,1.3465260201542695e-4,1.2640267845023166e-4,1.1806324494864318e-4,1.0969301564116924e-4,1.0142321115018402e-4,9.326119267054301e-5,8.532923791168837e-5,7.767053751814345e-5,7.031854653454284e-5,6.331974147622728e-5,5.672127926717186e-5,5.0537099934244156e-5,4.478785429288425e-5,3.950223884410751e-5,3.465280721174583e-5,3.025643241299119e-5,2.6279535462328137e-5,2.2740806388571242e-5,Scenario 4
Xi'an,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.793404810950642e-12,2.6454052753835512e-11,6.296178850012858e-11,1.2446943385421472e-10,2.1516390525030698e-10,3.4005516790744864e-10,5.07897005109429e-10,7.311937939323099e-10,1.0275188867145507e-9,1.419972623451386e-9,1.9371175962670833e-9,2.6183557296012918e-9,3.512577064100183e-9,4.687478365704416e-9,6.227817380950492e-9,8.24956084727622e-9,1.0900415406343087e-8,1.4379533587033978e-8,1.8950566750693848e-8,2.4965039632396123e-8,3.289234757550641e-8,4.3381631764567887e-8,5.732783002490575e-8,7.601494655051188e-8,1.0130942451609461e-7,1.461121582532374e-7,2.1252170352718813e-7,3.1065453459599104e-7,4.488886264602686e-7,6.468719788168058e-7,9.325297498584368e-7,1.3438639226975373e-6,1.9080544282363182e-6,2.52582075572854e-6,3.3511375266985785e-6,4.289822770194691e-6,5.463608134441979e-6,6.870532931819458e-6,8.615266629656645e-6,1.0887730040042606e-5,1.3606420201322927e-5,1.7211739724333198e-5,2.182781981478258e-5,2.706869414041933e-5,3.3850763528067075e-5,4.0573715754906156e-5,4.7040294938799387e-05,5.12195926152187e-5,5.384267905830631e-5,5.575956898354154e-5,5.7456527426390296e-5,5.8941335745414594e-5,6.022281741911436e-5,6.117889556752888e-5,6.184893985475779e-5,6.216100111927105e-5,6.209811108354628e-5,6.165290926928943e-5,6.090398188631234e-5,5.9830805324430245e-5,5.8491422947014156e-5,5.692071796281994e-5,5.512483175414392e-5,5.313338368383264e-5,5.096608644172616e-5,4.866842510493693e-5,4.62577278178396e-5,4.375053412931465e-5,4.116742609338837e-5,3.856055472208572e-5,3.593138520209662e-5,3.332421495839644e-5,3.074450177650061e-5,2.82205295251984e-5,2.5782279091797614e-5,2.343067425194958e-5,2.1178854098743505e-5,1.905411269820529e-5,1.704942077288356e-5,1.5180312218863707e-5,1.3451790918027154e-5,1.1866526130948016e-5,1.0417982176721825e-5,9.094389694555987e-6,7.905989472935373e-6,6.840815680108626e-6,5.889334438957458e-6,Scenario 4
Shanghai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9291073494987423e-11,6.571602783421368e-11,1.5788092330928526e-10,3.166068821235247e-10,5.573312248294067e-10,8.992530520623592e-10,1.3714743079570159e-9,2.014489346283073e-9,2.8821671516738406e-9,4.041219198383159e-9,5.5832239923236346e-9,7.620203343539055e-9,1.0304616437760726e-8,1.3831324206025856e-8,1.8467275799315774e-8,2.4548268199711107e-8,3.2524839293245824e-8,4.299001105222968e-8,5.673541859153069e-8,7.479048600750074e-8,9.856452110238441e-8,1.2992211887491578e-7,1.7149789860524881e-7,2.2695430111387907e-7,3.013397762432525e-7,4.187059633081908e-7,6.129517870103202e-7,8.862256996034463e-7,1.3040909048016095e-6,1.8241723300553594e-6,2.570547440929198e-6,3.6319279779255487e-6,5.015434359443345e-6,6.673067358813149e-6,8.744612607190381e-6,1.0968692255692169e-5,1.4055893764451614e-5,1.7642626504510927e-5,2.1942079332756975e-5,2.722976816583057e-5,3.333331088872836e-5,4.015130876427359e-5,4.762281499289821e-5,5.576270096625075e-5,6.449359653903133e-5,7.364414172730295e-5,8.343002714607668e-5,9.183035466222959e-5,9.841916267892179e-5,1.0405710053820962e-4,1.0916209947604366e-4,1.1354695201596099e-4,1.1716430181497006e-4,1.1996445360000919e-4,1.2182309394266261e-4,1.2278539607408955e-4,1.2291769756087934e-4,1.222666626010664e-4,1.2095779863124215e-4,1.1904424533910844e-4,1.1658492243161156e-4,1.1374085908219414e-4,1.1045689333417382e-4,1.0680783697775109e-4,1.0284367581073741e-4,9.864182130486992e-5,9.41965274836763e-5,8.954763178092996e-5,8.472310907702491e-5,7.978249538695402e-5,7.479691919542384e-5,6.976773277478524e-5,6.474439250507413e-5,5.976806685383786e-5,5.488727319950199e-5,5.0142105152359756e-5,4.5557334370590357e-5,4.117559383620659e-5,3.7033554455024214e-5,3.314615270588475e-5,2.94938258032966e-5,2.6136335125247884e-5,2.3029770270159768e-5,2.0184218533062924e-5,1.7617403567933717e-5,1.5299607574914164e-5,1.321416423536962e-5,Scenario 4
Chengdu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.473315356059403e-12,1.5209319718699248e-11,3.636324199348491e-11,7.237338155224238e-11,1.262300078543634e-10,2.0146461166258666e-10,3.0401101349370053e-10,4.420057569211547e-10,6.266477357106837e-10,8.722666625497387e-10,1.197566761085849e-9,1.626513146030959e-9,2.1908312305676207e-9,2.933116863904592e-9,3.906328945553403e-9,5.183760239049531e-9,6.860586575101968e-9,9.062823184960941e-9,1.195772340676992e-8,1.5770379958595782e-8,2.080858864312205e-8,2.7486072716573613e-8,3.640427424263363e-8,4.842221319033728e-8,6.479816951913261e-8,9.530941570684372e-8,1.4089829620309696e-7,2.1412290463149066e-7,3.1516166600812377e-7,4.5889501347459645e-7,6.825922112482183e-7,1.0186242305070383e-6,1.5306857497035526e-6,2.075909924464444e-6,2.7844540392718273e-6,3.6911833897626216e-6,4.7797528935753984e-6,6.1179715255683825e-6,7.794537353991163e-6,9.911031025559723e-6,1.2425833970472482e-5,1.5630948122969242e-5,1.9601201098162364e-5,2.4217709741573766e-5,3.0006853357918096e-5,3.615474498103826e-5,4.196652497932345e-5,4.635528040466998e-5,4.9688650173937464e-5,5.243471917930187e-5,5.499513721975925e-5,5.722843119431414e-5,5.917024123212387e-5,6.074664213184764e-5,6.187020658987788e-5,6.25577252098477e-5,6.280621096639969e-5,6.265505801407665e-5,6.213226964930139e-5,6.125965230146672e-5,6.0116345671685827e-5,5.871977281668107e-5,5.7113257511979514e-5,5.531965918092334e-5,5.3345701798807224e-5,5.1207941866366705e-5,4.8935210487427996e-5,4.6549883062955636e-5,4.407198698035531e-5,4.1536461686263307e-5,3.8957571456183555e-5,3.6359105123619176e-5,3.377010496787212e-5,3.120240907363417e-5,2.8680036415100962e-5,2.621913656329157e-5,2.384068521190536e-5,2.15664488153078e-5,1.9405056357401332e-5,1.7372435899910218e-5,1.5474165593742418e-5,1.3712745431558599e-5,1.2086936548607444e-5,1.0607364909182248e-5,9.261156153644099e-6,8.04228768636753e-6,6.953666275858533e-6,Scenario 4
Tianjin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.766609903121798e-12,1.970350150641542e-11,4.767720368356895e-11,9.668878318744395e-11,1.7262616111542846e-10,2.826809550595108e-10,4.3782156471274963e-10,6.522166409605023e-10,9.439586747368828e-10,1.3367701704119995e-9,1.8618997608235471e-9,2.557275849321857e-9,3.4754076126750516e-9,4.684466589122078e-9,6.270322376131487e-9,8.351570569618725e-9,1.108049860555433e-8,1.4668373127380025e-8,1.937908111342138e-8,2.5569818742823594e-8,3.3712288475767895e-8,4.447785153827293e-8,5.8752078498691244e-8,7.777955819378948e-8,1.0333643269451685e-7,1.42339777463429e-7,2.0757013874723507e-7,3.120911960095527e-7,4.5791267727547134e-7,6.598618119398366e-7,9.341253167756728e-7,1.3589852733299573e-6,1.9277269044401352e-6,2.6259799082809586e-6,3.4743276156389956e-6,4.466067574287082e-6,5.671256540239075e-6,6.98801635237361e-6,8.834160071367598e-6,1.0985456544806877e-5,1.3341280202127515e-5,1.6245123721603144e-5,1.95607635246759e-5,2.3163409470039267e-5,2.727225872141486e-5,3.155550332903834e-5,3.5831622012041134e-5,3.9678743689277595e-5,4.305457807135568e-5,4.6125120975547095e-5,4.890040337189814e-5,5.127965411737772e-5,5.333860593256696e-5,5.4954131790039564e-5,5.60308019882833e-5,5.6689480582829316e-5,5.690266966910401e-5,5.674246643644625e-5,5.625828659314626e-5,5.551773559348694e-5,5.450247867129864e-5,5.33015419949494e-5,5.1893307534879045e-5,5.033260376990351e-5,4.861908725763309e-5,4.6770692511070665e-5,4.480813529957873e-5,4.2727953508360674e-5,4.0564577258684e-5,3.831925249809358e-5,3.603143544105605e-5,3.3702934541496425e-5,3.13690305630099e-5,2.9054952661783702e-5,2.6750803362804672e-5,2.45030103108237e-5,2.2307375663606706e-5,2.0202853135456913e-5,1.8204275804581322e-5,1.6323564911650535e-5,1.4549860313579967e-5,1.2905115647708606e-5,1.1391092839240815e-5,9.999099627614957e-6,8.732895343336815e-6,7.588336648279245e-6,6.557588301390414e-6,Scenario 4
