province,date,var,min,lower,midlow,median,midhigh,upper,max,mean
Guangdong,2019-11-08,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-09,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-09,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-09,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-09,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-10,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-10,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-10,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-10,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-11,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-11,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-11,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-11,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-12,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-12,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-12,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-12,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-13,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-13,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-13,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-13,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-14,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-14,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-14,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-14,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-15,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-15,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-15,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-15,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-16,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-16,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-16,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-16,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-17,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-17,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-17,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-17,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-18,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-18,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-18,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-18,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-19,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-19,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-19,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-19,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-20,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-20,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-20,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-20,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-21,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-21,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-21,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-21,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-22,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-22,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-22,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-22,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-23,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-23,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-23,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-23,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-24,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-24,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-24,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-24,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-25,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-25,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-25,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-25,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-26,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-26,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-26,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-26,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-27,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-27,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-27,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-27,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-28,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-28,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-28,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-28,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-29,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-29,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-29,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-29,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-30,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-30,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-30,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-30,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-01,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-01,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-01,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-01,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-02,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-02,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-02,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-02,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-03,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-03,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-03,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-03,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-04,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-04,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-04,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-04,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-05,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-05,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-05,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-05,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-06,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-06,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-06,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-06,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-07,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-07,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-07,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-07,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-08,"Prevalence of infections eligible
 for international travel",1.1150784410993663e-4,1.1181675360246087e-4,1.1306539394718844e-4,1.1404313574771033e-4,1.1519032354580373e-4,1.1828703591060105e-4,1.1887445047045152e-4,1.1426482774897193e-4
Guangdong,2019-12-08,Prevalence of all infected individuals,1.1150784410993663e-4,1.1181675360246087e-4,1.1306539394718844e-4,1.1404313574771033e-4,1.1519032354580373e-4,1.1828703591060105e-4,1.1887445047045152e-4,1.1426482774897193e-4
Guangdong,2019-12-08,Prevalence of pre-symptomatic infections,1.1147351403239606e-4,1.1178238293290868e-4,1.1303083656551466e-4,1.1400842878049418e-4,1.1515570329855706e-4,1.182524332129469e-4,1.1883947110055506e-4,1.1423022359243319e-4
Guangdong,2019-12-08,"Prevalence of symptomatic, 
not yet recovered infections",3.431655018226251e-8,3.436191385179378e-8,3.4519067687085034e-8,3.4599974437366816e-8,3.469659758002436e-8,3.4851963787034425e-8,3.489763767460204e-8,3.460415653874104e-8
Guangdong,2019-12-09,"Prevalence of infections eligible
 for international travel",3.987380227609086e-4,4.01130311161711e-4,4.135696196231791e-4,4.209910977574912e-4,4.304645782079378e-4,4.509570290846106e-4,4.5522518255054035e-4,4.2239105782734056e-4
Guangdong,2019-12-09,Prevalence of all infected individuals,3.987384381473503e-4,4.0113072651249397e-4,4.1357003461310214e-4,4.2099151261307385e-4,4.3046499550812887e-4,4.5095744596429136e-4,4.5522559881220936e-4,4.2239147281761095e-4
Guangdong,2019-12-09,Prevalence of pre-symptomatic infections,3.899982016341945e-4,3.9239113878074847e-4,4.048457814955325e-4,4.1226154351720285e-4,4.217592658367949e-4,4.421838116937103e-4,4.4646484044496036e-4,4.1365862792993425e-4
Guangdong,2019-12-09,"Prevalence of symptomatic, 
not yet recovered infections",8.660541148721533e-6,8.671217512212095e-6,8.711220363811874e-6,8.731761872511917e-6,8.756318349249159e-6,8.79568146530873e-6,8.807059947704313e-6,8.732844887676743e-6
Guangdong,2019-12-10,"Prevalence of infections eligible
 for international travel",0.0010173059113501525,0.0010273749239937298,0.0010715732641682011,0.0010957610281572537,0.0011255558825053196,0.0011908260148916488,0.0012030804146995467,0.0010992317219158541
Guangdong,2019-12-10,Prevalence of all infected individuals,0.001017412333630142,0.0010274816087338676,0.0010716796408733443,0.0010958673117212187,0.00112566233679142,0.0011909326050756118,0.0012031871731881816,0.0010993381404443684
Guangdong,2019-12-10,Prevalence of pre-symptomatic infections,9.363939324831971e-4,9.460895413029516e-4,9.904736860033288e-4,0.0010147682013328168,0.0010442612103733592,0.0011091913482739828,0.0011213223705391483,0.0010179795230255595
Guangdong,2019-12-10,"Prevalence of symptomatic, 
not yet recovered infections",8.060745139734333e-5,8.072996193024282e-5,8.111017732171914e-5,8.134632302861025e-5,8.157666333538763e-5,8.208715979166551e-5,8.219290424663532e-5,8.135861741880876e-5
Guangdong,2019-12-11,"Prevalence of infections eligible
 for international travel",0.0021562812056279265,0.002174357773792587,0.0022846219185929406,0.002341499035540771,0.0024102720969957233,0.0025553022602432312,0.002589667392487893,0.002348045676613774
Guangdong,2019-12-11,Prevalence of all infected individuals,0.0021576772508791987,0.0021757698758732165,0.0022860235517643906,0.0023429046589669186,0.0024116835676834822,0.0025567182675585395,0.0025910700953656095,0.0023494506491489064
Guangdong,2019-12-11,Prevalence of pre-symptomatic infections,0.0018611274512404601,0.0018761949600779213,0.0019864234983956366,0.002042495577195013,0.00211049156581201,0.0022546551633541283,0.0022888090535529058,0.002049104843021699
Guangdong,2019-12-11,"Prevalence of symptomatic, 
not yet recovered infections",2.966431820220591e-4,2.9708555848461353e-4,2.989853828179289e-4,3.001875146067325e-4,0.00030153844052188293,3.043800920185967e-4,3.0526750330764785e-4,3.003458061272076e-4
Guangdong,2019-12-12,"Prevalence of infections eligible
 for international travel",0.003967433078739637,0.004010842349402341,0.004218413686769348,0.004331492391370531,0.004459754199238266,0.004728005787393399,0.004811342366750874,0.004340751484577322
Guangdong,2019-12-12,Prevalence of all infected individuals,0.003975679536966308,0.004019069133519046,0.004226686178849996,0.004339791102817353,0.004468051382458614,0.004736353878577423,0.00481974919602619,0.004349038682123109
Guangdong,2019-12-12,Prevalence of pre-symptomatic infections,0.0032497369948202813,0.003294446597895716,0.0034937413389228827,0.003601747367980615,0.003727215935140214,0.003984227488514366,0.004064385478405139,0.003611148554873442
Guangdong,2019-12-12,"Prevalence of symptomatic, 
not yet recovered infections",7.240017348744766e-4,7.259863351392384e-4,7.327890595324366e-4,7.373186102366305e-4,7.422745361063023e-4,7.531901917429616e-4,7.559310076270312e-4,7.37890127249667e-4
Guangdong,2019-12-13,"Prevalence of infections eligible
 for international travel",0.006619819747278037,0.006711513437396062,0.0070595108174023435,0.007248590574621892,0.007466078058339723,0.007921272787293342,0.008053706351952593,0.007263775212387551
Guangdong,2019-12-13,Prevalence of all infected individuals,0.006650739605378384,0.006742440914858155,0.00709019526363539,0.007279424527195138,0.0074973970494070195,0.007952525415139081,0.008084876759357046,0.007294772333203798
Guangdong,2019-12-13,Prevalence of pre-symptomatic infections,0.005213420306383635,0.005304578873598874,0.005636536101570312,0.005813504476937771,0.006017935344761182,0.006441346422263427,0.0065714126607598474,0.005827279296530736
Guangdong,2019-12-13,"Prevalence of symptomatic, 
not yet recovered infections",0.0014271648498014582,0.001433441963376045,0.0014536168253973347,0.001465704894897216,0.0014804544831263314,0.0015112047562334111,0.0015189179450114363,0.001467493036673062
Guangdong,2019-12-14,"Prevalence of infections eligible
 for international travel",0.010350413921072108,0.010510916053201792,0.011041786977312881,0.011336980630060651,0.011674331815622545,0.012379430133194248,0.01257419288900509,0.011358072217517874
Guangdong,2019-12-14,Prevalence of all infected individuals,0.010435920942867417,0.01059682309878088,0.011128427732812902,0.011423882774472845,0.011761470466311904,0.012467374124265655,0.012663205805697915,0.01144516233563139
Guangdong,2019-12-14,Prevalence of pre-symptomatic infections,0.00793620767955245,0.008079156878963697,0.008568460008190577,0.00883717367342874,0.009149604284266427,0.009781428767536257,0.009977506958439417,0.008857822003128653
Guangdong,2019-12-14,"Prevalence of symptomatic, 
not yet recovered infections",0.002496030323075688,0.0025110696001291026,0.0025567641802797044,0.0025848040341923868,0.002615987626180318,0.0026841975743908462,0.0027020270893456082,0.0025873403325027376
Guangdong,2019-12-15,"Prevalence of infections eligible
 for international travel",0.01545087058806342,0.015679196694213134,0.01646013887374139,0.016897108073246368,0.017405271498437666,0.018417059896967757,0.01874932386751305,0.01693365466710014
Guangdong,2019-12-15,Prevalence of all infected individuals,0.01564960375165926,0.01587868105027128,0.016660924640216235,0.017099731670621773,0.017609405566117953,0.01862524842921658,0.018955386841934884,0.01713589489940355
Guangdong,2019-12-15,Prevalence of pre-symptomatic infections,0.011581201297830808,0.011790049077089101,0.012483617157929339,0.012871540559848682,0.013319189324691835,0.014222233596412483,0.01453138223643275,0.012901940466774559
Guangdong,2019-12-15,"Prevalence of symptomatic, 
not yet recovered infections",0.004057955943232945,0.00407807031435767,0.004174859230471221,0.004229594169146426,0.0042898520160489185,0.00441729913781812,0.004451375175555629,0.0042339544326289915
Guangdong,2019-12-16,"Prevalence of infections eligible
 for international travel",0.02227904508523943,0.022613508886960773,0.02371400492281714,0.024339636775135183,0.02504612513312028,0.026471683972913346,0.026990958645583044,0.024383942126915782
Guangdong,2019-12-16,Prevalence of all infected individuals,0.02268075272289906,0.023013300722173915,0.024123323265875622,0.02474787157171974,0.02546225738646273,0.026889302247109163,0.027413200996336734,0.02479536366090987
Guangdong,2019-12-16,Prevalence of pre-symptomatic infections,0.016390717406523533,0.016681331179397667,0.0176222923827946,0.018164232226287356,0.01877425696766647,0.020006580507404413,0.02047662111615148,0.018207012051185432
Guangdong,2019-12-16,"Prevalence of symptomatic, 
not yet recovered infections",0.00628249538424544,0.006315390842117884,0.00648674470139649,0.00658162493296281,0.0066859919020352925,0.0069022051155190915,0.006981830357102704,0.006588351609724438
Guangdong,2019-12-17,"Prevalence of infections eligible
 for international travel",0.03128146617761254,0.03175941070552669,0.03327572091734031,0.03415152924710921,0.035136035100074736,0.03710393873446192,0.03781932832309302,0.034211023593510206
Guangdong,2019-12-17,Prevalence of all infected individuals,0.03203006688525468,0.032503699745731196,0.034031140607802955,0.03491281394500011,0.035900400080405494,0.03788620666045257,0.03860813718359103,0.034972025325521336
Guangdong,2019-12-17,Prevalence of pre-symptomatic infections,0.02263538564725206,0.023009573921646848,0.02429284336760315,0.025048413202338832,0.02587682515614101,0.027476031729630947,0.02812368836381552,0.025090445658703404
Guangdong,2019-12-17,"Prevalence of symptomatic, 
not yet recovered infections",0.00937678891605481,0.00944950674376756,0.009717492354749373,0.009867289896315684,0.010039691283004788,0.010386379313216877,0.01050868523025013,0.00988157966681793
Guangdong,2019-12-18,"Prevalence of infections eligible
 for international travel",0.04310723212767995,0.043717829971889124,0.0457908282229145,0.046990029383829804,0.04833182113206422,0.050941888133952465,0.05189901955409969,0.04706281985919476
Guangdong,2019-12-18,Prevalence of all infected individuals,0.0443674558498933,0.044993138813826446,0.04708623218652019,0.04829588423073548,0.0496504999781402,0.05231014841819333,0.05326799049693032,0.048374584646142034
Guangdong,2019-12-18,Prevalence of pre-symptomatic infections,0.030685832193128197,0.03121435543313405,0.03293062386647464,0.03390897929213518,0.03502227130528369,0.037121498557803174,0.03793638905607951,0.03397020261878642
Guangdong,2019-12-18,"Prevalence of symptomatic, 
not yet recovered infections",0.01361529324631351,0.013751945674923884,0.014161047426439404,0.014380353785619642,0.014647290800464998,0.015185023093987537,0.015345906986519692,0.01440438202735561
Guangdong,2019-12-19,"Prevalence of infections eligible
 for international travel",0.05849194625260263,0.05930906335465852,0.0620864914720144,0.06367611248255989,0.06546611158486249,0.06890474070876737,0.07015478759743778,0.06378207373225038
Guangdong,2019-12-19,Prevalence of all infected individuals,0.0605629567678307,0.0613918449580822,0.06420894634719429,0.06581962181696016,0.0676330568869363,0.07112503464516479,0.0724041580885916,0.0659248037476436
Guangdong,2019-12-19,Prevalence of pre-symptomatic infections,0.04107983789950234,0.04177032359195567,0.04405739428478854,0.04532877805648238,0.04679721762975182,0.04949870993689412,0.050523988093994,0.045401478684175524
Guangdong,2019-12-19,"Prevalence of symptomatic, 
not yet recovered infections",0.01937268734999362,0.0195728912123765,0.020169959583800717,0.020490182770767928,0.020874885709579207,0.021638116579766865,0.02188042675330458,0.020523325063468077
Guangdong,2019-12-20,"Prevalence of infections eligible
 for international travel",0.07846258029312489,0.07955189075222135,0.08324200296174579,0.085339533304303,0.08770084203055759,0.09220275951757953,0.09376143331906972,0.08546889838524162
Guangdong,2019-12-20,Prevalence of all infected individuals,0.08168983195233341,0.08278200919940869,0.08655662924178872,0.08869169073941105,0.0911056841147287,0.0956853310378842,0.09730121985339484,0.08882468031836477
Guangdong,2019-12-20,Prevalence of pre-symptomatic infections,0.05449781468640572,0.05543723269407112,0.05837657929772657,0.060035696080967114,0.061905074337912806,0.06544854415161969,0.06668379267424855,0.0601201335698936
Guangdong,2019-12-20,"Prevalence of symptomatic, 
not yet recovered infections",0.02710430472730774,0.027328283177479255,0.028200906236999182,0.02865353302550198,0.029209197839042432,0.03027184443161335,0.030631738398054425,0.028704546748471168
Guangdong,2019-12-21,"Prevalence of infections eligible
 for international travel",0.10438807987957713,0.10577839863790071,0.11064489929102268,0.1133761215419086,0.1164936738230969,0.12226529556314815,0.1242510409978001,0.11356061868485606
Guangdong,2019-12-21,Prevalence of all infected individuals,0.10925279365507315,0.11065950957027124,0.11566602138126382,0.11846075879992292,0.12162106926088606,0.12755186394648393,0.12963095386013396,0.11864200208303304
Guangdong,2019-12-21,Prevalence of pre-symptomatic infections,0.07183426563810155,0.07304136896261457,0.07682613487446514,0.07900211607731891,0.08139489306802787,0.08594488917328509,0.08746249311540998,0.07909577283682839
Guangdong,2019-12-21,"Prevalence of symptomatic, 
not yet recovered infections",0.037347897584700536,0.037626726463106885,0.038838327369303566,0.039476631268132056,0.040239267357837345,0.041703446325921795,0.042222470472055885,0.03954622924620463
Guangdong,2019-12-22,"Prevalence of infections eligible
 for international travel",0.1380258910900217,0.1399012136924997,0.14616711210431266,0.1497268205012195,0.1536777106904132,0.16130856217871706,0.16377454965213042,0.1499344948688922
Guangdong,2019-12-22,Prevalence of all infected individuals,0.14516731343208136,0.14703506499799127,0.1535386973258151,0.15720300596812214,0.1612770182221549,0.16912157232457578,0.1716911244322511,0.1574203886760325
Guangdong,2019-12-22,Prevalence of pre-symptomatic infections,0.0942648641324418,0.09579280376901216,0.10065169780589606,0.10348477313433452,0.10652692411365838,0.11236213203909967,0.11429343485221691,0.10359880019524266
Guangdong,2019-12-22,"Prevalence of symptomatic, 
not yet recovered infections",0.050792140859559576,0.051200324089298144,0.052856937384058,0.053735755607283636,0.054762746257776454,0.05674629501522264,0.057455941917495236,0.05382158848078985
Guangdong,2019-12-23,"Prevalence of infections eligible
 for international travel",0.18167579848951454,0.184075152446203,0.192185196924434,0.19682827243791157,0.20184393272564774,0.21168387634181704,0.21502702195280807,0.19704096982134742
Guangdong,2019-12-23,Prevalence of all infected individuals,0.19193242756940004,0.19438557222163524,0.20277381723902593,0.20757298384111195,0.21282562548550932,0.22297980674152698,0.22645896910380228,0.2078221912863885
Guangdong,2019-12-23,Prevalence of pre-symptomatic infections,0.12332657069354433,0.1252328699709655,0.13152013248649197,0.1351503936257647,0.13901044645989086,0.14649459656508482,0.14909059644753458,0.1352867887870403
Guangdong,2019-12-23,"Prevalence of symptomatic, 
not yet recovered infections",0.06851737527447718,0.06898811051220413,0.07124378517006276,0.07241700439102622,0.07379336405841647,0.07644330185762394,0.07738533278194278,0.07253540249934819
