province,date,var,min,lower,midlow,median,midhigh,upper,max,mean,runname
Hubei,2019-11-17,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-17,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-17,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-18,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-18,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-18,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-18,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-19,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-19,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-19,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-19,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-20,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-20,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-20,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-20,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-21,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-21,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-21,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-21,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-22,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-22,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-22,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-22,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-23,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-23,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-23,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-23,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-24,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-24,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-24,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-24,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-25,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-25,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-25,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-25,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-26,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-26,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-26,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-26,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-27,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-27,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-27,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-27,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-28,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-28,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-28,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-28,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-29,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-29,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-29,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-29,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-11-30,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-11-30,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-11-30,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-11-30,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-12-01,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-12-01,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-12-01,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-12-01,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-12-02,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-12-02,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-12-02,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-12-02,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-12-03,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-12-03,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-12-03,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-12-03,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-12-04,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-12-04,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-12-04,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-12-04,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-12-05,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-12-05,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-12-05,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-12-05,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-12-06,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-12-06,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-12-06,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-12-06,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-12-07,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0,main
Hubei,2019-12-07,Prevalence of all infected individuals,0,0,0,0,0,0,0,0,main
Hubei,2019-12-07,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0,main
Hubei,2019-12-07,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0,main
Hubei,2019-12-08,"Prevalence of infections eligible
 for international travel",0.3028731546432894,0.30298790718987334,0.3036036212968387,0.3039672173412694,0.30431132592926796,0.3049069224094745,0.30510758343330213,0.3039594552873338,main
Hubei,2019-12-08,Prevalence of all infected individuals,0.3028731546432894,0.30298790718987334,0.3036036212968387,0.3039672173412694,0.30431132592926796,0.3049069224094745,0.30510758343330213,0.3039594552873338,main
Hubei,2019-12-08,Prevalence of pre-symptomatic infections,0.3028572057498882,0.30297195225375734,0.3035876339380451,0.30395121083599663,0.3042953013036992,0.30489086642059526,0.30509151687788305,0.3039434491908003,main
Hubei,2019-12-08,"Prevalence of symptomatic, 
not yet recovered infections",1.5948893401089162e-5,1.5954936116017554e-5,1.5987358793653355e-5,1.6006505272846975e-5,1.602462556876706e-5,1.6055988879206593e-5,1.6066555419125096e-5,1.6006096533515355e-5,main
Hubei,2019-12-09,"Prevalence of infections eligible
 for international travel",0.702431271297488,0.7027329964802665,0.704352387581082,0.7053090466738541,0.7062146813874047,0.7077827616593376,0.7083112234121584,0.7052888838484198,main
Hubei,2019-12-09,Prevalence of all infected individuals,0.7024314625645567,0.7027331878198024,0.704352579309447,0.7053092386318331,0.7062148735626912,0.7077829542107485,0.7083114160902886,0.7052890758014969,main
Hubei,2019-12-09,Prevalence of pre-symptomatic infections,0.6984073763771768,0.6987075751130811,0.7003187759150118,0.7012705983927788,0.7021716557035882,0.7037318131993043,0.7042576056994224,0.7012505388057874,main
Hubei,2019-12-09,"Prevalence of symptomatic, 
not yet recovered infections",0.004024086187379904,0.0040256127067212,0.00403380339443503,0.004038640239054276,0.004043217859103052,0.004051141011444349,0.004053810390866164,0.004038536995709615,main
Hubei,2019-12-10,"Prevalence of infections eligible
 for international travel",1.2486801267521856,1.2492823894260998,1.2525156916419864,1.2544264808939873,1.2562358409048286,1.2593698096222596,1.260426312651286,1.2543867141924991,main
Hubei,2019-12-10,Prevalence of all infected individuals,1.2487291644664105,1.2493314457422025,1.2525648477682656,1.2544756959611396,1.25628511175399,1.2594191770214456,1.2604757125790196,1.254435928001545,main
Hubei,2019-12-10,Prevalence of pre-symptomatic infections,1.2114460556074491,1.2120337357710516,1.2151887881912535,1.217053363924642,1.2188189839658712,1.2218772381921787,1.2229082302423089,1.2170145803142407,main
Hubei,2019-12-10,"Prevalence of symptomatic, 
not yet recovered infections",0.037283108858961383,0.03729770997115081,0.03737605957701212,0.03742233203649775,0.03746612778811872,0.03754193882926677,0.037567482336710534,0.03742134768730414,main
Hubei,2019-12-11,"Prevalence of infections eligible
 for international travel",1.9898653859994497,1.9909352523619357,1.9966804983125424,2.0000770187389776,2.0032940952392497,2.008868309677896,2.0107480117754237,2.0000072199048256,main
Hubei,2019-12-11,Prevalence of all infected individuals,1.9905103154325592,1.9915804319372938,1.9973270201214195,2.000724333232866,2.0039421599736436,2.0095176730509308,2.0113978126964174,2.000654517518816,main
Hubei,2019-12-11,Prevalence of pre-symptomatic infections,1.8546808804326884,1.8556945303609684,1.8611380759324532,1.8643563813381463,1.867404758473608,1.87268689868294,1.874468175081313,1.8642903494429737,main
Hubei,2019-12-11,"Prevalence of symptomatic, 
not yet recovered infections",0.1358294349998708,0.13588590157632544,0.13618894418896615,0.13636795189472006,0.13653740150003593,0.13683077436799052,0.13692963761510452,0.1363641680758426,main
Hubei,2019-12-12,"Prevalence of infections eligible
 for international travel",2.9643709336279533,2.9661418293832225,2.975654283872312,2.9812800238864607,2.98660997801586,2.9958484601721236,2.9989647449721097,2.981165907994523,main
Hubei,2019-12-12,Prevalence of all infected individuals,2.96814874812454,2.969921158585751,2.979441741453848,2.985072282370397,2.9904067806872967,2.999653129470239,3.0027720649885086,2.9849580646109852,main
Hubei,2019-12-12,Prevalence of pre-symptomatic infections,2.642128748796432,2.643755121221107,2.6524918114212457,2.657659193800411,2.662555187258277,2.6710421640681,2.673905149748535,2.6575546862142994,main
Hubei,2019-12-12,"Prevalence of symptomatic, 
not yet recovered infections",0.32601999932810777,0.32616603736464395,0.3269499300326022,0.3274130885699863,0.3278515934290197,0.32861096540213885,0.3288669152399737,0.327403378396686,main
Hubei,2019-12-13,"Prevalence of infections eligible
 for international travel",4.225456257935784,4.228254188310432,4.24328766503966,4.252181953104804,4.2606109132064836,4.2752262600120865,4.280157764362242,4.252003945470294,main
Hubei,2019-12-13,Prevalence of all infected individuals,4.239429542820173,4.24223332051631,4.257298179040853,4.266211004868087,4.274657513245559,4.28930324264728,4.294244985799994,4.266032605737547,main
Hubei,2019-12-13,Prevalence of pre-symptomatic infections,3.6129051308358946,3.615403724028164,3.6288300935449156,3.6367745572124113,3.644304063923861,3.6573613689193145,3.6617676048359864,3.6366162669887707,main
Hubei,2019-12-13,"Prevalence of symptomatic, 
not yet recovered infections",0.6265244119842786,0.6268295964881461,0.6284680854959374,0.6294364476556756,0.630353449321699,0.6319418737279661,0.6324773809640082,0.6294163387487768,main
Hubei,2019-12-14,"Prevalence of infections eligible
 for international travel",5.852595379359944,5.856877579338741,5.879892754185004,5.89351451430524,5.906427207434915,5.928825366502905,5.936385307584692,5.893245639555876,main
Hubei,2019-12-14,Prevalence of all infected individuals,5.891217566247691,5.89551676596319,5.918623187576011,5.932298857782374,5.945262589651742,5.967749130030305,5.975338859300405,5.932028850984515,main
Hubei,2019-12-14,Prevalence of pre-symptomatic infections,4.833805107985354,4.8375412193144625,4.857623814301323,4.8695118275325715,4.880782342409907,4.900335041245268,4.9069354351398795,4.869278552079877,main
Hubei,2019-12-14,"Prevalence of symptomatic, 
not yet recovered infections",1.0574124582623359,1.0579755466487282,1.0609993732746883,1.0627870302498021,1.064480247241836,1.0674140887850385,1.0684034241605258,1.0627502989046373,main
Hubei,2019-12-15,"Prevalence of infections eligible
 for international travel",7.955463456687699,7.961870542036059,7.99631615053096,8.016711051543542,8.036049746298733,8.069606857140899,8.080936800302377,8.016314150185368,main
Hubei,2019-12-15,Prevalence of all infected individuals,8.043196295376955,8.04964425969298,8.084309319417505,8.104833900952904,8.124295386418005,8.158065167535057,8.16946680074801,8.104434294402951,main
Hubei,2019-12-15,Prevalence of pre-symptomatic infections,6.39647400719739,6.401960968809464,6.43146411640549,6.448936030331938,6.465505436008229,6.494262535112186,6.503973368859278,6.448598436671812,main
Hubei,2019-12-15,"Prevalence of symptomatic, 
not yet recovered infections",1.6467222881795647,1.647683290883517,1.6528452030120153,1.6558978706209662,1.6587899504097767,1.6638026324228727,1.6654934318887333,1.65583585773114,main
Hubei,2019-12-16,"Prevalence of infections eligible
 for international travel",10.679987153309213,10.689413742779754,10.740107523142253,10.770134537316048,10.79861456060986,10.84805252264302,10.864749642490755,10.76955857798726,main
Hubei,2019-12-16,Prevalence of all infected individuals,10.853605915332844,10.863118602254215,10.914274655941478,10.944574901123318,10.97331367954996,11.023199892160038,11.04004814167139,10.943993284490771,main
Hubei,2019-12-16,Prevalence of pre-symptomatic infections,8.4190858409237,8.427040994279587,8.469828815918202,8.495178545723725,8.51922608090914,8.560978566081811,8.575082515281359,8.494696292029872,main
Hubei,2019-12-16,"Prevalence of symptomatic, 
not yet recovered infections",2.4345200744091455,2.436077607974627,2.444445840023276,2.4493963553995926,2.454087598640818,2.462221326078229,2.464965626390031,2.449296992460901,main
Hubei,2019-12-17,"Prevalence of infections eligible
 for international travel",14.21839400916523,14.232085062695745,14.305733588956732,14.349374292478636,14.390778351609583,14.462677943579571,14.486968958002443,14.34854943761294,main
Hubei,2019-12-17,Prevalence of all infected individuals,14.529293342308378,14.54314920825873,14.617682801086865,14.661846756616995,14.703746431292029,14.7765047923979,14.801085400904425,14.661011157039223,main
Hubei,2019-12-17,Prevalence of pre-symptomatic infections,11.053033354949061,11.064453924581663,11.125899865759909,11.162318656950482,11.196876943950064,11.256902448477806,11.277185798018163,11.161636572639035,main
Hubei,2019-12-17,"Prevalence of symptomatic, 
not yet recovered infections",3.4762599873593167,3.4786952836770677,3.491782935326955,3.499528099666513,3.5068694873419632,3.5196023439200936,3.523899602886264,3.4993745844001887,main
Hubei,2019-12-18,"Prevalence of infections eligible
 for international travel",18.82331791219924,18.843000296456974,18.94890912104318,19.01169040810856,19.071270957717086,19.174773608105767,19.2097527420824,19.010521399237554,main
Hubei,2019-12-18,Prevalence of all infected individuals,19.340282212765253,19.36025859844677,19.46774655822587,19.531461672863834,19.59192689378857,19.696962823683823,19.73245911890482,19.530273660975556,main
Hubei,2019-12-18,Prevalence of pre-symptomatic infections,14.493582332499269,14.509848870959303,14.597394223409186,14.649303244059732,14.698574961520517,14.784190284166657,14.813130341277292,14.648346218922098,main
Hubei,2019-12-18,"Prevalence of symptomatic, 
not yet recovered infections",4.846699880265986,4.850409727487464,4.870352334816683,4.8821584288041,4.893351932268054,4.912772539517164,4.919328777627528,4.881927442053456,main
Hubei,2019-12-19,"Prevalence of infections eligible
 for international travel",24.82642400513679,24.85448591678489,25.00552833500096,25.095099318878606,25.18012785949276,25.32789406656461,25.377848154030747,25.09345662281736,main
Hubei,2019-12-19,Prevalence of all infected individuals,25.639347586627906,25.66790681567769,25.821620967941026,25.912772329167336,25.99929835626101,26.149660640734666,26.200490558525818,25.91109778553844,main
Hubei,2019-12-19,Prevalence of pre-symptomatic infections,18.994251142014384,19.01726850034187,19.14118376610923,19.21468767453507,19.284477543131878,19.405792656342204,19.44681359390771,19.21335382248213,main
Hubei,2019-12-19,"Prevalence of symptomatic, 
not yet recovered infections",6.645096444613518,6.650638315335817,6.680437201831796,6.698084654632265,6.714820813129137,6.74386798439246,6.75367696461811,6.697743963056311,main
Hubei,2019-12-20,"Prevalence of infections eligible
 for international travel",32.662682362572255,32.70241756740174,32.91635375612793,33.043271647171196,33.16378722807016,33.373303077275835,33.4441548901139,33.04097963104335,main
Hubei,2019-12-20,Prevalence of all infected individuals,33.887718752878065,33.928261658563784,34.14653799987333,34.276023918659504,34.39897334899601,34.61270976180051,34.684985791535894,34.27368068920313,main
Hubei,2019-12-20,Prevalence of pre-symptomatic infections,24.88551347619247,24.917902550981328,25.092323362514236,25.19582768964024,25.294130652221355,25.465075744324526,25.52289720382914,25.193979225580307,main
Hubei,2019-12-20,"Prevalence of symptomatic, 
not yet recovered infections",9.002205276685602,9.010359107582454,9.054214637359095,9.080196229019268,9.104842696774652,9.147634017475983,9.16208858770675,9.079701463622825,main
Hubei,2019-12-21,"Prevalence of infections eligible
 for international travel",42.9019919408086,42.95793164757183,43.25920167992073,43.43800042165323,43.60782776145902,43.90318277508708,44.00309448955903,43.43482159399008,main
Hubei,2019-12-21,Prevalence of all infected individuals,44.688637779497626,44.745848480159786,45.05394971864647,45.236791661789404,45.410451797442306,45.71245525981498,45.81461103357912,45.233533088751,main
Hubei,2019-12-21,Prevalence of pre-symptomatic infections,32.59900703809673,32.64436506185521,32.888698843929454,33.03374867470158,33.17154914654471,33.41127077444368,33.49238191281152,33.03119977027233,main
Hubei,2019-12-21,"Prevalence of symptomatic, 
not yet recovered infections",12.089630741400889,12.101483418304575,12.165250874717023,12.203042987087825,12.238902650897593,12.301184485371303,12.322229120767595,12.202333318478676,main
Hubei,2019-12-22,"Prevalence of infections eligible
 for international travel",56.29040100869011,56.368764020670014,56.790920658770105,57.04156147649145,57.27969335965865,57.69399541472178,57.834188599426355,57.037175531450465,main
Hubei,2019-12-22,Prevalence of all infected individuals,58.83110340437925,58.91141731488812,59.344061938292505,59.600912285080156,59.84493191533394,60.26945010962601,60.41309245520242,59.5964052843934,main
Hubei,2019-12-22,Prevalence of pre-symptomatic infections,42.698897027494596,42.762150203722605,43.102982476992736,43.30539950066235,43.497755285884736,43.832510545626036,43.94581339481375,43.30190015912258,main
Hubei,2019-12-22,"Prevalence of symptomatic, 
not yet recovered infections",16.13220637688465,16.149267111165507,16.241079461299776,16.295512784417816,16.3471766294492,16.43693956399997,16.467279060388673,16.29450512527082,main
Hubei,2019-12-23,"Prevalence of infections eligible
 for international travel",73.80376946404903,73.91307159228366,74.50207482070293,74.85191140204975,75.18438209343265,75.76303141484323,75.9588990953797,74.84588741914982,main
Hubei,2019-12-23,Prevalence of all infected individuals,77.34679490039196,77.45903278116658,78.06382243255273,78.42300862456693,78.76434653618773,79.35838670652794,79.5594520197726,78.41680457430448,main
Hubei,2019-12-23,Prevalence of pre-symptomatic infections,55.92249978507099,56.01038001803117,56.48405234988935,56.76547316968413,57.03298232946125,57.49870327342975,57.65638404634504,56.76068787294172,main
Hubei,2019-12-23,"Prevalence of symptomatic, 
not yet recovered infections",21.424295115320966,21.44865276313542,21.57977008266337,21.65753545488279,21.731364206726486,21.859683433098176,21.903067973427564,21.65611670136276,main
Hubei,2019-12-24,"Prevalence of infections eligible
 for international travel",96.71740097161637,96.86927819958194,97.68794671257788,98.17438162246933,98.63680000659323,99.44191788387305,99.7145293401817,98.16614128982404,main
Hubei,2019-12-24,Prevalence of all infected individuals,101.58392383069922,101.7401488284399,102.58220251793425,103.08249214106516,103.5580536252803,104.3859914196294,104.66631149518471,103.07398833249941,main
Hubei,2019-12-24,Prevalence of pre-symptomatic infections,73.23275317329211,73.35444095247422,74.0105284998808,74.40048062157024,74.77126165471552,75.41701849812392,75.63572467704648,74.39396014450006,main
Hubei,2019-12-24,"Prevalence of symptomatic, 
not yet recovered infections",28.3511706574071,28.385707875965686,28.571674018053436,28.682011519494917,28.78679197056477,28.968972921505497,29.03058681813823,28.68002818799935,main
