province,date,var,min,lower,midlow,median,midhigh,upper,max,mean
Guangdong,2019-11-08,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-09,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-09,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-09,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-09,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-10,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-10,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-10,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-10,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-11,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-11,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-11,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-11,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-12,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-12,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-12,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-12,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-13,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-13,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-13,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-13,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-14,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-14,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-14,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-14,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-15,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-15,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-15,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-15,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-16,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-16,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-16,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-16,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-17,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-17,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-17,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-17,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-18,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-18,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-18,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-18,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-19,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-19,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-19,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-19,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-20,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-20,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-20,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-20,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-21,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-21,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-21,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-21,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-22,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-22,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-22,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-22,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-23,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-23,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-23,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-23,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-24,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-24,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-24,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-24,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-25,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-25,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-25,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-25,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-26,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-26,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-26,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-26,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-27,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-27,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-27,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-27,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-28,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-28,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-28,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-28,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-29,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-29,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-29,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-29,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-11-30,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-11-30,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-11-30,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-11-30,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-01,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-01,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-01,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-01,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-02,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-02,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-02,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-02,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-03,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-03,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-03,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-03,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-04,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-04,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-04,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-04,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-05,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-05,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-05,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-05,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-06,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-06,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-06,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-06,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-07,"Prevalence of infections eligible
 for international travel",0,0,0,0,0,0,0,0
Guangdong,2019-12-07,Prevalence of all infected individuals,0,0,0,0,0,0,0,0
Guangdong,2019-12-07,Prevalence of pre-symptomatic infections,0,0,0,0,0,0,0,0
Guangdong,2019-12-07,"Prevalence of symptomatic, 
not yet recovered infections",0,0,0,0,0,0,0,0
Guangdong,2019-12-08,"Prevalence of infections eligible
 for international travel",1.137949896264161e-4,1.1383609673149617e-4,1.1406884521162014e-4,1.1420239843237942e-4,1.1434518130929468e-4,1.1458324682766312e-4,1.1462514597886701e-4,1.1420489196239776e-4
Guangdong,2019-12-08,Prevalence of all infected individuals,1.137949896264161e-4,1.1383609673149617e-4,1.1406884521162014e-4,1.1420239843237942e-4,1.1434518130929468e-4,1.1458324682766312e-4,1.1462514597886701e-4,1.1420489196239776e-4
Guangdong,2019-12-08,Prevalence of pre-symptomatic infections,1.1375935620968266e-4,1.138004681888917e-4,1.1403314486901195e-4,1.1416666545076295e-4,1.1430941544522151e-4,1.1454739501056332e-4,1.1458925076885419e-4,1.1416913891578282e-4
Guangdong,2019-12-08,"Prevalence of symptomatic, 
not yet recovered infections",3.56280930241666e-8,3.563904497037441e-8,3.5711576271006345e-8,3.575367589830507e-8,3.5794923135907207e-8,3.5866665814486926e-8,3.588715983278288e-8,3.575304661494824e-8
Guangdong,2019-12-09,"Prevalence of infections eligible
 for international travel",3.870237949008709e-4,3.8741838053992113e-4,3.888507777394682e-4,3.8961622097648447e-4,3.9058323118712273e-4,3.9278929679126615e-4,3.9322503272363633e-4,3.8974532349705964e-4
Guangdong,2019-12-09,Prevalence of all infected individuals,3.8702422283363997e-4,3.8741880854554947e-4,3.8885120622128057e-4,3.89616649844605e-4,3.90583659178486e-4,3.9278972691643606e-4,3.9322546175493196e-4,3.897457522653918e-4
Guangdong,2019-12-09,Prevalence of pre-symptomatic infections,3.780208063995573e-4,3.784138411197994e-4,3.798347937058299e-4,3.805984724203295e-4,3.8156379073587686e-4,3.8373995391554776e-4,3.8419866057830726e-4,3.807246423475044e-4
Guangdong,2019-12-09,"Prevalence of symptomatic, 
not yet recovered infections",8.989509724767582e-6,8.992265479717e-6,9.010662326790425e-6,9.021257817414287e-6,9.031716505156307e-6,9.049853886095706e-6,9.055060010160697e-6,9.021109917887426e-6
Guangdong,2019-12-10,"Prevalence of infections eligible
 for international travel",9.260856854718496e-4,9.279188417478467e-4,9.345631404390524e-4,9.38893162072333e-4,9.440943300542434e-4,9.540942061782193e-4,9.576272038958397e-4,9.3955527814324e-4
Guangdong,2019-12-10,Prevalence of all infected individuals,9.261954040317712e-4,9.280289123168301e-4,9.346730728915677e-4,9.390031234063369e-4,9.442041470885171e-4,9.542042477003261e-4,9.577368112430392e-4,9.396652097959212e-4
Guangdong,2019-12-10,Prevalence of pre-symptomatic infections,8.427525133447477e-4,8.445413171139711e-4,8.510870865553108e-4,8.553384987417082e-4,8.605650494162161e-4,8.704618434445934e-4,8.743087255352548e-4,8.560322053149644e-4
Guangdong,2019-12-10,"Prevalence of symptomatic, 
not yet recovered infections",8.333691622086716e-5,8.335986224525902e-5,8.353203954873126e-5,8.363377188583053e-5,8.373512802820257e-5,8.391147585426577e-5,8.3957849983971e-5,8.363300448095676e-5
Guangdong,2019-12-11,"Prevalence of infections eligible
 for international travel",0.001850756905350397,0.001854464019120899,0.0018774723577155328,0.0018917053922186972,0.0019073692627602228,0.0019360892234426925,0.0019466009268164033,0.0018928697088671925
Guangdong,2019-12-11,Prevalence of all infected individuals,0.0018522021160284573,0.001855912764842981,0.001878914606091563,0.0018931489960665531,0.0019088135301917812,0.0019375358501228918,0.001948050595429991,0.001894316127734654
Guangdong,2019-12-11,Prevalence of pre-symptomatic infections,0.001547656457903696,0.0015510007717452778,0.0015735288126939987,0.0015879450885225438,0.0016032827543168422,0.0016322674031757707,0.0016431110739923511,0.0015890649140890146
Guangdong,2019-12-11,"Prevalence of symptomatic, 
not yet recovered infections",3.040535147315529e-4,3.041659659009134e-4,3.0487287073387224e-4,3.0524363712733165e-4,3.056576541856932e-4,3.063924595567157e-4,3.065076361079185e-4,3.0525121364563936e-4
Guangdong,2019-12-12,"Prevalence of infections eligible
 for international travel",0.0032504842735128865,0.003261280295903024,0.003313361003869592,0.0033454741914679797,0.0033814763021536537,0.0034439470576795163,0.0034694751987689528,0.0033477095082121116
Guangdong,2019-12-12,Prevalence of all infected individuals,0.003258950469644918,0.003269771089210446,0.0033218249997596476,0.0033539730643999417,0.0033899759912045225,0.003452422551399526,0.0034779508608023964,0.0033561901117333246
Guangdong,2019-12-12,Prevalence of pre-symptomatic infections,0.0025250477280158693,0.002535550095624952,0.00258667354801026,0.0026180234159820827,0.0026532763593107547,0.0027155075006237333,0.0027403621446916355,0.0026204195737985483
Guangdong,2019-12-12,"Prevalence of symptomatic, 
not yet recovered infections",7.320835010465198e-4,7.324247877529269e-4,7.347062010072427e-4,7.356924582007665e-4,7.368947729138762e-4,7.38994580298573e-4,7.397107271161429e-4,7.357705379347766e-4
Guangdong,2019-12-13,"Prevalence of infections eligible
 for international travel",0.005230464819919504,0.005257108048459613,0.005355537201335837,0.005416782123681739,0.005483946986363279,0.005604496929846475,0.005642635444115528,0.005421031811401802
Guangdong,2019-12-13,Prevalence of all infected individuals,0.005261936379780358,0.005288463195424704,0.005386903413954568,0.0054482420337626965,0.005515345348395011,0.005635982698317953,0.005674076970938799,0.005452456627895741
Guangdong,2019-12-13,Prevalence of pre-symptomatic infections,0.003842858507059827,0.0038711313208252586,0.003964409140895231,0.004022835728602155,0.004087130052730975,0.004201429804177962,0.004238053823552856,0.004027088138911318
Guangdong,2019-12-13,"Prevalence of symptomatic, 
not yet recovered infections",0.0014153640421151262,0.0014168570822512608,0.0014225435473768648,0.0014251924171327073,0.0014284389557155481,0.001434462446954125,0.0014359472139177094,0.0014253684889844226
Guangdong,2019-12-14,"Prevalence of infections eligible
 for international travel",0.007960322454772415,0.008017806812934505,0.008176086844243147,0.008279764819206259,0.00839198167585756,0.008589340270529534,0.008643928608312113,0.008286139994107693
Guangdong,2019-12-14,Prevalence of all infected individuals,0.008047043648447768,0.008105012277672413,0.008263305720250472,0.008367001258632179,0.008479195680798404,0.008676332252371403,0.00873124987848684,0.008373278143680676
Guangdong,2019-12-14,Prevalence of pre-symptomatic infections,0.005637932860884584,0.005681495997116217,0.005832225262267678,0.005928426211188732,0.006036691949121115,0.006217530633407677,0.006270234543649311,0.005936276200585507
Guangdong,2019-12-14,"Prevalence of symptomatic, 
not yet recovered infections",0.002413096997198202,0.0024167568225681828,0.0024291210628846357,0.0024365203861468087,0.0024446819038121716,0.0024593891271048173,0.0024628334810861854,0.002437001943095169
Guangdong,2019-12-15,"Prevalence of infections eligible
 for international travel",0.011687414749585828,0.011760791062205483,0.012014497787162206,0.012169873901842154,0.012345073202145514,0.01264201768781217,0.012716438137458746,0.01218092610335156
Guangdong,2019-12-15,Prevalence of all infected individuals,0.011885080288522526,0.011959387962743269,0.012213326493220916,0.012368447988210757,0.012544370709437843,0.012841229837169345,0.012916285322868697,0.012379898109179667
Guangdong,2019-12-15,Prevalence of pre-symptomatic infections,0.008065655256280342,0.008126949279064611,0.00836377020808427,0.008502366634324326,0.008667174299100789,0.008934172030412683,0.009004542424900555,0.008515467956692606
Guangdong,2019-12-15,"Prevalence of symptomatic, 
not yet recovered infections",0.003813687337822409,0.003820746171768452,0.0038470103459710475,0.0038635231070468044,0.0038811939085588365,0.0039114505965654476,0.003921050193232192,0.003864430152487061
Guangdong,2019-12-16,"Prevalence of infections eligible
 for international travel",0.01667398949167157,0.016783291148540103,0.017172192398724997,0.01739776264231785,0.017653077051464502,0.018084777609258026,0.0182177480885589,0.017414134169017593
Guangdong,2019-12-16,Prevalence of all infected individuals,0.017069732749894945,0.017178154913211494,0.017568055068087535,0.01779466289234899,0.018050259178226124,0.01848274259292509,0.01861714297980944,0.017810938276422255
Guangdong,2019-12-16,Prevalence of pre-symptomatic infections,0.011304511870891681,0.011411256409286578,0.011751977435278022,0.011953727109748168,0.012182752895318318,0.012554640524361001,0.0126959447582647,0.01196811423756557
Guangdong,2019-12-16,"Prevalence of symptomatic, 
not yet recovered infections",0.005747007888499401,0.005758538827364144,0.005809953085950834,0.005841327989144407,0.005873833441584337,0.005929708377473118,0.005953286118902861,0.005842824038856686
Guangdong,2019-12-17,"Prevalence of infections eligible
 for international travel",0.023317530903478437,0.02347394518313836,0.02403253750148502,0.02435980696428596,0.02473088126748493,0.025326172813459537,0.02555900167632195,0.02438156083203406
Guangdong,2019-12-17,Prevalence of all infected individuals,0.02403205821362454,0.02418673455366632,0.024749700217174136,0.025078781049073434,0.025449775609170514,0.026048103470010717,0.026279761192181096,0.025099679457200187
Guangdong,2019-12-17,Prevalence of pre-symptomatic infections,0.015623787404439274,0.01577396603333709,0.01624603305566229,0.016526049611821046,0.016839886957708515,0.017357420908211994,0.017569642262820467,0.016543212071676736
Guangdong,2019-12-17,"Prevalence of symptomatic, 
not yet recovered infections",0.008390985341046124,0.00841439246065644,0.008501412909578678,0.008554706423000196,0.008610308471970047,0.008704544509563856,0.008745519110291483,0.008556467385523453
Guangdong,2019-12-18,"Prevalence of infections eligible
 for international travel",0.032113382880702576,0.03234071421535905,0.03311464351456854,0.033566231061498635,0.03407494700269138,0.03490988640725643,0.03524662590825637,0.03359371408070828
Guangdong,2019-12-18,Prevalence of all infected individuals,0.03331450058134961,0.0335365405828089,0.034319377632935646,0.034776890796411906,0.03528979071918442,0.03613035109341251,0.03647688319911553,0.03480409440163804
Guangdong,2019-12-18,Prevalence of pre-symptomatic infections,0.021315572638346148,0.021511939774863983,0.022156561223628635,0.022539365583387903,0.02295348993561957,0.023667130274366503,0.023908945605453195,0.02255636479731424
Guangdong,2019-12-18,"Prevalence of symptomatic, 
not yet recovered infections",0.01196558026516529,0.012021513827207763,0.012161710475459754,0.012242729933919349,0.012333298311454625,0.012485337583356673,0.012541190768313303,0.012247729604323802
Guangdong,2019-12-19,"Prevalence of infections eligible
 for international travel",0.04370350905672722,0.0440058492062628,0.04506422245929542,0.04567527325873463,0.046350041584840865,0.04753152644747227,0.04794134923457924,0.04571491666873519
Guangdong,2019-12-19,Prevalence of all infected individuals,0.04561796435029591,0.04592018664249133,0.04699672234930048,0.04760890917782447,0.048297004674485305,0.049490077484444096,0.04990719458051595,0.04764952846472796
Guangdong,2019-12-19,Prevalence of pre-symptomatic infections,0.028784936138986115,0.029029116359804,0.029894743941399432,0.030390003019220062,0.03094391621807122,0.03190086883601146,0.032238358528782825,0.030419160655229323
Guangdong,2019-12-19,"Prevalence of symptomatic, 
not yet recovered infections",0.016809055162863757,0.01688869177969347,0.017096850315980322,0.01722322234880619,0.017361681444551587,0.017593218939796613,0.017674617594771642,0.01723036780949864
Guangdong,2019-12-20,"Prevalence of infections eligible
 for international travel",0.05892470415675017,0.05928178673542331,0.060741786323920854,0.061578553210403154,0.06246111268847587,0.0640734809589456,0.06464952231125232,0.06161510864824297
Guangdong,2019-12-20,Prevalence of all infected individuals,0.06185482163485178,0.0622033795689943,0.06369066167410366,0.06454317495206269,0.06545033251984644,0.0670784786926052,0.06767009586362259,0.06458516572975016
Guangdong,2019-12-20,Prevalence of pre-symptomatic infections,0.03848966783227841,0.03883679153937516,0.039986367780358904,0.04063975399989375,0.041359464666415977,0.042656950359865504,0.043093779909570626,0.04067577728828172
Guangdong,2019-12-20,"Prevalence of symptomatic, 
not yet recovered infections",0.023291498000308167,0.02341004022269133,0.02371258826293328,0.023900604395933268,0.024100102442966342,0.024450055925710035,0.024571232549118024,0.023909388441468445
Guangdong,2019-12-21,"Prevalence of infections eligible
 for international travel",0.07883158727557099,0.07937664798766471,0.08128354109859137,0.08239840638571358,0.08359450749232981,0.08573690864838593,0.08638608734205219,0.08243732256440868
Guangdong,2019-12-21,Prevalence of all infected individuals,0.0831634020120383,0.08372795796575,0.08568088224791498,0.08681429255600441,0.08801695786870392,0.09021918600260566,0.09091063206666979,0.08685731005252353
Guangdong,2019-12-21,Prevalence of pre-symptomatic infections,0.05115318264236319,0.05163131180988152,0.053153017747014336,0.054006450101561874,0.05496227991924517,0.056660315173490086,0.057187196150591105,0.054047903760386574
Guangdong,2019-12-21,"Prevalence of symptomatic, 
not yet recovered infections",0.03194350588826627,0.032091513258982025,0.0325292014593621,0.032792718185293626,0.03308481017102314,0.033575233373304314,0.03372944226618064,0.03280940629213696
Guangdong,2019-12-22,"Prevalence of infections eligible
 for international travel",0.1048817537079981,0.10560912958438598,0.10818575807006697,0.10963062188017475,0.11120507879168602,0.11407252615449778,0.11489727071023098,0.10968563975684896
Guangdong,2019-12-22,Prevalence of all infected individuals,0.1111984850615054,0.11190157058842685,0.1145581946330958,0.11605890446511546,0.11766659632394982,0.12059491194987226,0.12148820019063869,0.11610459977930276
Guangdong,2019-12-22,Prevalence of pre-symptomatic infections,0.06766720506378669,0.0683424048960789,0.07031749493346913,0.07145962832440658,0.0726875180833469,0.07491080466005828,0.07558116276316408,0.07149083917451782
Guangdong,2019-12-22,"Prevalence of symptomatic, 
not yet recovered infections",0.0434275417614003,0.0435899329895107,0.04423070713336277,0.044586747097820324,0.04500351623772096,0.045664855941616206,0.04589136480352247,0.04461376060478495
Guangdong,2019-12-23,"Prevalence of infections eligible
 for international travel",0.13896697925639878,0.13994890311018576,0.1433729917617017,0.1452779114541259,0.14737880841226944,0.15113618635884296,0.1522059097504743,0.14534061428373626
Guangdong,2019-12-23,Prevalence of all infected individuals,0.14794482522571922,0.14887419758198184,0.1524423318566096,0.15442443601822095,0.15655123550841443,0.1604424355196349,0.16154226841651578,0.1544827216718412
Guangdong,2019-12-23,Prevalence of pre-symptomatic infections,0.0892613240260952,0.09016739606593761,0.09270698351844314,0.0942107656583723,0.09581980984808619,0.0987714470430356,0.09961103248237936,0.09426506601893335
Guangdong,2019-12-23,"Prevalence of symptomatic, 
not yet recovered infections",0.05861029610924634,0.05880519237838094,0.059699062765923114,0.06018314977673757,0.060760724040724155,0.06165231793032336,0.06196256994809487,0.06021765565290787
